negative,positive,neutral
0.0146691426634788,0.8380918502807617,0.1472389847040176
0.2367253601551056,0.1934998482465744,0.5697748064994812
0.5196945071220398,0.0703438892960548,0.4099616706371307
0.0231813378632068,0.4453168511390686,0.531501829624176
0.0580515190958976,0.228729173541069,0.7132192850112915
0.0389172919094562,0.06635183095932,0.894730806350708
0.0629645213484764,0.1525320410728454,0.7845034003257751
0.0455491133034229,0.643023669719696,0.3114272356033325
0.6952288746833801,0.0292352866381406,0.2755358517169952
0.0714895278215408,0.5760985016822815,0.3524120151996612
0.1166030466556549,0.2624766230583191,0.6209203600883484
0.1070825085043907,0.0964493229985237,0.7964681386947632
0.5263834595680237,0.0596491321921348,0.4139674305915832
0.0997021123766899,0.0506060905754566,0.8496918082237244
0.0645406916737556,0.067225269973278,0.8682340383529663
0.1448259055614471,0.1366078704595565,0.7185661792755127
0.2248728722333908,0.1471705138683319,0.6279566287994385
0.303641676902771,0.0575196407735347,0.6388387084007263
0.3099120259284973,0.0432303585112094,0.6468575596809387
0.141386866569519,0.0631027668714523,0.7955104112625122
0.8560636639595032,0.0128191746771335,0.1311171054840088
0.9054383039474488,0.0199798829853534,0.074581854045391
0.2036812603473663,0.0849672183394432,0.7113514542579651
0.0213271100074052,0.0665641650557518,0.9121087193489076
0.0423278026282787,0.6273759007453918,0.3302962779998779
0.0411275997757911,0.0834264680743217,0.8754459619522095
0.0271983053535223,0.2190937846899032,0.7537079453468323
0.0290830302983522,0.3130070865154266,0.6579099297523499
0.007570088841021,0.9558581113815308,0.0365717560052871
0.0989556312561035,0.0370956510305404,0.86394864320755
0.0437435023486614,0.2209744453430175,0.7352820634841919
0.0253287106752395,0.1450574100017547,0.8296138644218445
0.2739864587783813,0.0273607280105352,0.6986528635025024
0.039303932338953,0.0507756248116493,0.9099205136299132
0.0117473909631371,0.7458676695823669,0.2423849254846573
0.0278372857719659,0.1557230949401855,0.8164395689964294
0.0351948849856853,0.5179398655891418,0.4468652904033661
0.0308484602719545,0.6459492444992065,0.3232022821903229
0.0614562407135963,0.0461748354136943,0.8923689126968384
0.0504865534603595,0.0566209107637405,0.892892599105835
0.0205435622483491,0.5825854539871216,0.3968710601329803
0.029892386868596,0.1310161799192428,0.8390913605690002
0.0289156679064035,0.1132973432540893,0.857787013053894
0.0615869015455246,0.2120388448238372,0.7263742685317993
0.0800499394536018,0.070601500570774,0.8493485450744629
0.1338307410478592,0.0452751629054546,0.8208940625190735
0.0242597423493862,0.5088388323783875,0.4669014513492584
0.1074405759572982,0.4524089694023132,0.4401504695415497
0.0844875052571296,0.0883000865578651,0.827212393283844
0.033574242144823,0.2115336656570434,0.7548920512199402
0.0475887209177017,0.0253956001251935,0.9270156025886536
0.0582582540810108,0.0752084255218505,0.8665332794189453
0.0638208985328674,0.0934639796614646,0.8427151441574097
0.6120482087135315,0.0399104766547679,0.348041296005249
0.0261406768113374,0.5428516864776611,0.4310076236724853
0.019124025478959,0.789047360420227,0.191828653216362
0.0310576483607292,0.1118927076458931,0.8570496439933777
0.938020884990692,0.0077537382021546,0.054225318133831
0.0024213592987507,0.97575581073761,0.0218227263540029
