negative,positive,neutral,video_name
0.0051490785554051,0.9751754999160768,0.0196753907948732,recriamos RAINBOW FRIENDS 2 no Minecraft
0.1544855684041977,0.1107818558812141,0.7347326278686523,Minecraft só que a cada 5 MINUTOS nós FICAMOS GIGANTES!
0.1881322860717773,0.0608976259827613,0.7509701251983643,Minecraft só que a cada 5 MINUTOS CHOVE LAVA!
0.522240161895752,0.089092805981636,0.3886670470237732,Minecraft só que a cada 5 MINUTOS a DIMENSÃO MUDA!
0.0540057346224784,0.3075449764728546,0.6384493112564087,Minecraft SÓ que a GRAVIDADE está INVERTIDA!
0.0730907469987869,0.0662573426961898,0.860651969909668,Minecraft só que a cada 5 MINUTOS MUDAMOS de VERSÃO!
0.1432711333036422,0.1064148023724556,0.7503140568733215,Minecraft só que a cada 5 MINUTOS nós FICAMOS MENORES!
0.9058247208595276,0.0278204511851072,0.0663548111915588,Minecraft só que a cada 5 MINUTOS o HEROBRINE APARECE!
0.0135284662246704,0.885830283164978,0.1006412878632545,Minecraft_ Quem MATOU o PAC no FREE FIRE_! (Assassinos)
0.0051490785554051,0.9751754999160768,0.0196753907948732,recriamos RAINBOW FRIENDS 2 no Minecraft
0.1544855684041977,0.1107818558812141,0.7347326278686523,Minecraft só que a cada 5 MINUTOS nós FICAMOS GIGANTES!
0.1881322860717773,0.0608976259827613,0.7509701251983643,Minecraft só que a cada 5 MINUTOS CHOVE LAVA!
0.522240161895752,0.089092805981636,0.3886670470237732,Minecraft só que a cada 5 MINUTOS a DIMENSÃO MUDA!
0.0540057346224784,0.3075449764728546,0.6384493112564087,Minecraft SÓ que a GRAVIDADE está INVERTIDA!
0.0730907469987869,0.0662573426961898,0.860651969909668,Minecraft só que a cada 5 MINUTOS MUDAMOS de VERSÃO!
0.1432711333036422,0.1064148023724556,0.7503140568733215,Minecraft só que a cada 5 MINUTOS nós FICAMOS MENORES!
0.9058247208595276,0.0278204511851072,0.0663548111915588,Minecraft só que a cada 5 MINUTOS o HEROBRINE APARECE!
0.01352846622467041,0.885830283164978,0.10064128786325455,Minecraft_ Quem MATOU o PAC no FREE FIRE_! (Assassinos)
