negative,positive,neutral
0.1131711527705192,0.0935740545392036,0.7932548522949219
0.2454842925071716,0.0400726497173309,0.7144430875778198
0.0858016386628151,0.0656959116458892,0.848502516746521
0.1076106801629066,0.1625349372625351,0.7298544049263
0.0476755909621715,0.0739391520619392,0.8783852458000183
0.0642877519130706,0.0670713260769844,0.8686409592628479
0.1202856674790382,0.0719404593110084,0.8077738881111145
0.0378582961857318,0.0778190419077873,0.8843227028846741
0.0342185273766517,0.0228139050304889,0.9429675340652466
0.0257264673709869,0.0696979910135269,0.9045755863189696
0.0794445350766182,0.0875729098916053,0.83298259973526
0.1779092252254486,0.0764120668172836,0.745678722858429
0.3557417094707489,0.0867500379681587,0.5575082898139954
0.0116318529471755,0.9008883833885192,0.0874796882271766
0.0321750417351722,0.3144157826900482,0.6534091830253601
0.0184707082808017,0.08924001455307,0.8922892808914185
0.0237043090164661,0.2369052022695541,0.73939049243927
0.1658279448747635,0.0464916005730629,0.787680447101593
0.011484183371067,0.8674266338348389,0.1210892125964164
0.0441245324909687,0.0905741751194,0.8653013110160828
0.0696917027235031,0.0486077331006526,0.8817005157470703
0.0482954196631908,0.0657364726066589,0.8859680891036987
0.0057370085269212,0.9346823692321776,0.0595805533230304
0.0304446313530206,0.3025185465812683,0.667036771774292
0.0585360527038574,0.0687921866774559,0.8726717829704285
0.0381716787815094,0.2014763504266739,0.7603519558906555
0.061546217650175,0.1052925139665603,0.8331612348556519
0.0302313324064016,0.639843225479126,0.3299254775047302
0.1508740931749344,0.0529074929654598,0.7962183952331543
0.1408044844865799,0.0347955003380775,0.824400007724762
0.0428870283067226,0.0646716654300689,0.8924412727355957
0.0543451905250549,0.200035810470581,0.745618999004364
0.0731758773326873,0.0744594112038612,0.852364718914032
0.0206707455217838,0.1550033390522003,0.8243258595466614
0.3838178217411041,0.0525427497923374,0.5636394619941711
0.0037340617273002,0.9641175866127014,0.0321483947336673
0.0167766734957695,0.7890551686286926,0.1941681653261184
0.0570814236998558,0.0627653673291206,0.8801531791687012
0.0340584963560104,0.3468706011772156,0.6190709471702576
0.073145218193531,0.0621560327708721,0.8646987676620483
0.0453388355672359,0.0496181398630142,0.9050429463386536
0.0569297112524509,0.0803022906184196,0.8627679944038391
0.573973536491394,0.0336161404848098,0.3924103677272796
0.0303523652255535,0.4204436242580414,0.5492039918899536
0.1789246350526809,0.043686918914318,0.7773885130882263
0.1689296215772628,0.1508936733007431,0.6801766753196716
0.0264683160930871,0.0656344294548034,0.9078972339630128
0.3526021242141723,0.0660294592380523,0.5813684463500977
0.0267131477594375,0.1702657341957092,0.8030210733413696
0.0264156963676214,0.2810388505458832,0.6925454139709473
0.0381302386522293,0.3581988513469696,0.6036708950996399
0.0166881438344717,0.7658543586730957,0.2174574732780456
0.0859020948410034,0.0763880014419555,0.8377098441123962
0.0134483184665441,0.3795113861560821,0.607040286064148
0.0355183444917202,0.0896752178668975,0.8748064041137695
0.0312717296183109,0.0562008917331695,0.9125273823738098
0.3513681292533874,0.0500444546341896,0.5985873937606812
0.2351005375385284,0.0553681254386901,0.709531307220459
0.0531260594725608,0.332375556230545,0.6144983768463135
0.0551544278860092,0.0555910728871822,0.8892545104026794
0.1270304918289184,0.0957366302609443,0.7772328853607178
0.2369500547647476,0.0705346092581749,0.6925153136253357
0.0181616116315126,0.5254249572753906,0.4564133882522583
0.781984269618988,0.0521547347307205,0.1658610552549362
0.248835951089859,0.0625077858567237,0.6886563301086426
0.0223906207829713,0.6442253589630127,0.3333840370178222
0.2812008261680603,0.1509175598621368,0.5678816437721252
0.0692424774169921,0.1499238461256027,0.7808336019515991
0.1327925473451614,0.0520933344960212,0.8151140809059143
0.0227703135460615,0.4311286211013794,0.5461010932922363
0.1770821660757064,0.0652935355901718,0.7576242089271545
0.4368866086006164,0.067332275211811,0.4957811534404754
0.0790362283587455,0.2004733979701995,0.7204903364181519
0.0513771511614322,0.1457082629203796,0.8029146194458008
0.091757446527481,0.0548636093735694,0.8533790111541748
0.5775117874145508,0.0785178318619728,0.343970388174057
0.0293197967112064,0.0766842514276504,0.8939959406852722
0.0423293747007846,0.493091344833374,0.4645793437957763
0.0386230461299419,0.114256627857685,0.8471202850341797
0.1226710751652717,0.3239840567111969,0.5533449053764343
0.0519946627318859,0.1848009824752807,0.7632043361663818
0.1007152125239372,0.0378070808947086,0.8614776730537415
0.1246244013309478,0.0492725595831871,0.8261030316352844
0.0560117848217487,0.0351676903665065,0.9088205099105836
0.1849829852581024,0.1403006911277771,0.6747162938117981
0.0246272049844265,0.2768665850162506,0.6985061764717102
0.0339744836091995,0.6072912812232971,0.3587342500686645
0.1714327782392501,0.0627772212028503,0.7657899856567383
0.0724079310894012,0.0596095025539398,0.8679825663566589
0.0380115061998367,0.0620026402175426,0.8999858498573303
0.0808063969016075,0.1461012661457061,0.7730922698974609
0.0315774232149124,0.0773789584636688,0.8910436034202576
0.5304217338562012,0.0593068301677703,0.4102714359760284
0.67438805103302,0.0560160614550113,0.2695958316326141
0.0362460538744926,0.130931481719017,0.8328225016593933
0.036874882876873,0.0846238955855369,0.8785012364387512
0.2911622822284698,0.0321574844419956,0.6766802668571472
0.0562368594110012,0.0430585704743862,0.9007045030593872
0.0738289058208465,0.1002855822443962,0.8258854746818542
0.1770684123039245,0.1239089891314506,0.6990225911140442
0.3992259502410888,0.0398397706449031,0.56093430519104
0.0348227098584175,0.1152452081441879,0.849932074546814
0.0230576358735561,0.0737500116229057,0.9031922817230223
0.0490587912499904,0.0689791738986969,0.8819620013237
0.0264603327959775,0.4154902100563049,0.5580494999885559
0.0193739160895347,0.2177873104810714,0.7628387212753296
0.1184599474072456,0.1118285506963729,0.769711434841156
0.0222496781498193,0.4341717958450317,0.5435785055160522
0.0589340701699256,0.0513106882572174,0.8897552490234375
0.1883766204118728,0.4944685101509094,0.3171548843383789
0.0699661150574684,0.0679458528757095,0.8620880246162415
0.0249221138656139,0.2338124364614486,0.7412654757499695
0.0286353398114442,0.0503909066319465,0.9209737181663512
0.0301723144948482,0.555801510810852,0.4140262007713318
0.0314815454185009,0.1770732700824737,0.7914451360702515
0.0272660627961158,0.1032695472240448,0.8694643974304199
0.0240285750478506,0.4822557270526886,0.4937156438827514
0.0128782149404287,0.9114943146705629,0.0756274908781051
0.060048010200262,0.2624029517173767,0.6775490641593933
0.0547336861491203,0.1566080451011657,0.7886582612991333
0.0540419369935989,0.1229845583438873,0.8229734897613525
0.0381688922643661,0.6591610312461853,0.3026700615882873
0.0379923172295093,0.1026798039674758,0.8593278527259827
0.02292812429368496,0.11066622287034988,0.8664056658744812
