comments_total,comments_mean_day,comments_avg_day,comments_median_day,comments_max_day,neg_total_threshold,neg_mean,neg_avg,neg_max,neg_percentage,pos_total_threshold,pos_mean,pos_avg,pos_max,pos_percentage,neu_total_threshold,neu_mean,neu_avg,neu_max,neu_percentage
396,0.7021276595744681,6.87337352913859,0.0,156,2,0.17098757712378618,0.12089254713096152,0.7914847135543823,0.5050505050505051,99,0.3225231960349989,0.2942060574258381,0.968815267086029,25.0,257,0.5064892254139514,0.21620500586595034,0.8848929405212402,64.8989898989899
