comments_total,comments_mean_day,comments_avg_day,comments_median_day,comments_max_day,neg_total_threshold,neg_mean,neg_avg,neg_max,neg_percentage,pos_total_threshold,pos_mean,pos_avg,pos_max,pos_percentage,neu_total_threshold,neu_mean,neu_avg,neu_max,neu_percentage
67,0.9305555555555556,2.5025417439013284,0.0,16,1,0.12661493748058072,0.13322547187356862,0.90152907371521,1.4925373134328357,8,0.20512822569250616,0.2345728261860075,0.952954649925232,11.940298507462686,58,0.6682568477716908,0.21646539474568,0.9130597114562988,86.56716417910447
