comments_total,comments_mean_day,comments_avg_day,comments_median_day,comments_max_day,neg_total_threshold,neg_mean,neg_avg,neg_max,neg_percentage,pos_total_threshold,pos_mean,pos_avg,pos_max,pos_percentage,neu_total_threshold,neu_mean,neu_avg,neu_max,neu_percentage
97,0.16385135135135134,0.8540799057935997,0.0,7,7,0.19729756252100863,0.1965563470924441,0.9672623872756958,7.216494845360824,16,0.27105761831146236,0.26125115095255275,0.94815993309021,16.49484536082474,70,0.531644823164055,0.2310055360899674,0.8735727071762085,72.16494845360825
