id,seek,start,end,text,temperature,avg_logprob,compression_ratio,no_speech_prob
20,2680,51.44,54.92," E quando eu digitei que um 2, 3, 4, agora eu posso guardar o meu ball.",0.0,-0.42174131220037286,1.729559748427673,0.04602259397506714
21,2680,54.92,56.08," E quando eu vou abrir,",0.0,-0.42174131220037286,1.729559748427673,0.04602259397506714
22,5608,56.08,58.28," ele pede assim, aí tá o tranquilo.",0.0,-0.41155493951612904,1.6666666666666667,0.002934715012088418
23,5608,58.28,60.92," E agora sim, Galera tá protegido meu ball.",0.0,-0.41155493951612904,1.6666666666666667,0.002934715012088418
24,5608,60.92,65.4," Só que aqui embaixo eu vou deixar uma câmera, porque eu preciso virgir tudo.",0.0,-0.41155493951612904,1.6666666666666667,0.002934715012088418
25,5608,65.4,67.12, E a câmera está funcionando.,0.0,-0.41155493951612904,1.6666666666666667,0.002934715012088418
26,5608,67.12,69.48," Mas uma câmera aqui no andar de cima,",0.0,-0.41155493951612904,1.6666666666666667,0.002934715012088418
27,5608,69.48,72.24," agora ninguém vai me roubar, Galera.",0.0,-0.41155493951612904,1.6666666666666667,0.002934715012088418
28,5608,72.24,74.08," E a última câmera vai aqui,",0.0,-0.41155493951612904,1.6666666666666667,0.002934715012088418
29,5608,74.08,77.44, que dá para me ser fatou dessa parte aqui do lado de fora.,0.0,-0.41155493951612904,1.6666666666666667,0.002934715012088418
30,5608,77.44,81.8," Mas até agora eu não descobri, pode ser qualquer um que rouba os meus diamantes.",0.0,-0.41155493951612904,1.6666666666666667,0.002934715012088418
31,5608,81.8,83.75999999999999, Ou é que tinha um animal de esfaçado?,0.0,-0.41155493951612904,1.6666666666666667,0.002934715012088418
32,5608,83.75999999999999,85.12, Ou que é que sabe o Vila de?,0.0,-0.41155493951612904,1.6666666666666667,0.002934715012088418
33,8512,85.12,86.92," Mas em que eu tenho mais desconfirno,",0.0,-0.4388263440005994,1.7058823529411764,0.026349293068051338
34,8512,86.92,90.24000000000001," ser no carinho aqui mora nessa casa, que é o meu amigo Caer.",0.0,-0.4388263440005994,1.7058823529411764,0.026349293068051338
35,8512,90.24000000000001,92.0," Mas por enquanto eu não posso provar nada,",0.0,-0.4388263440005994,1.7058823529411764,0.026349293068051338
36,8512,92.0,94.76," ele está simplesmente sentado ali, assim, sentindo televisão.",0.0,-0.4388263440005994,1.7058823529411764,0.026349293068051338
37,8512,94.76,97.56," Mas agora você é de perto, eu observar as minhas câmeras.",0.0,-0.4388263440005994,1.7058823529411764,0.026349293068051338
38,8512,97.56,101.60000000000001," Bem de longe desse lugar, que assim eu vou descobrir que está o vando em minhas coisas.",0.0,-0.4388263440005994,1.7058823529411764,0.026349293068051338
39,8512,101.60000000000001,103.36000000000001, Esse é o lugar perfeito.,0.0,-0.4388263440005994,1.7058823529411764,0.026349293068051338
40,8512,103.36000000000001,104.68, E ninguém vai me encontrar aqui.,0.0,-0.4388263440005994,1.7058823529411764,0.026349293068051338
41,8512,104.68,106.16," Então, que eu só não difica em casa.",0.0,-0.4388263440005994,1.7058823529411764,0.026349293068051338
42,8512,106.16,108.0," Então, preciso fazer uma coisa bem interessante.",0.0,-0.4388263440005994,1.7058823529411764,0.026349293068051338
43,8512,108.0,110.2," Vou pegar aqui, já todas as minhas ferramentas,",0.0,-0.4388263440005994,1.7058823529411764,0.026349293068051338
44,8512,110.2,111.84, e vou ir lá na casa do queça.,0.0,-0.4388263440005994,1.7058823529411764,0.026349293068051338
45,8512,111.84,114.28, Por que eu sei que ele tá com bastante diamante?,0.0,-0.4388263440005994,1.7058823529411764,0.026349293068051338
46,11428,114.28,115.72, Aquele ali é caso do meu amigo.,0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
47,11428,115.72,118.2," E tá uma caseta de pobres de tanto diamante que eu já peguei dele,",0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
48,11428,118.2,119.2, e foi etada.,0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
49,11428,119.2,120.76, E eu sei que o que é ele muito esperna.,0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
50,11428,120.76,122.4," Então, eu deve ter feito alguma coisa para o do ano,",0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
51,11428,122.4,123.4, trapeja na casa dele.,0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
52,11428,123.4,124.44, Só que ele não sabe que sou eu.,0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
53,11428,124.44,125.68, Eu não chegar mais perto.,0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
54,11428,125.68,127.48," Olha só, galera, como falei com vocês,",0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
55,11428,127.48,129.16, ele colocou uma câmera de segurança.,0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
56,11428,129.16,132.2," Ah, mas ele não esperava que eu tenho uma possão de invisibilidade.",0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
57,11428,132.2,133.4," Então, eu vou tomar essa possãozinho.",0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
58,11428,133.4,134.92000000000002, E agora vou entrar lá na casa dele.,0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
59,11428,134.92000000000002,136.24, Sei que ele não sabe que sou eu.,0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
60,11428,136.24,138.92000000000002," Agora, de dar uma espiada na nossa câmera, galera.",0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
61,11428,138.92000000000002,140.44, Eu vou ver logo essa...,0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
62,11428,140.44,141.16, E...,0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
63,11428,141.16,141.4, E...,0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
64,11428,141.4,142.16," É, galera.",0.0,-0.5172994909152179,1.8235294117647058,0.0064864205196499825
65,14216,142.16,143.16, O que que é que eu não ali?,0.0,-0.5474047866164212,1.6783783783783783,0.03845638781785965
66,14216,143.16,145.32, Tem uma armadura dando sozinha.,0.0,-0.5474047866164212,1.6783783783783783,0.03845638781785965
67,14216,145.32,147.76, E eu acho que é algum ladrão invisível.,0.0,-0.5474047866164212,1.6783783783783783,0.03845638781785965
68,14216,147.76,148.64, Não acredito.,0.0,-0.5474047866164212,1.6783783783783783,0.03845638781785965
69,14216,148.64,150.64," Pera aí, eu vou colocar a câmera de dentro.",0.0,-0.5474047866164212,1.6783783783783783,0.03845638781785965
70,14216,150.64,152.56," O leço aí, Gabriel, a minha pôtia.",0.0,-0.5474047866164212,1.6783783783783783,0.03845638781785965
71,14216,152.56,154.0, E eu sabe que eu não estou em casa.,0.0,-0.5474047866164212,1.6783783783783783,0.03845638781785965
72,14216,154.0,155.84, E eu sei que o que é essa é uma passagem secreta.,0.0,-0.5474047866164212,1.6783783783783783,0.03845638781785965
73,14216,155.84,157.56," Porque eu já peguei uns diamante dele, irmã veja.",0.0,-0.5474047866164212,1.6783783783783783,0.03845638781785965
74,14216,157.56,159.2," E é bem descantinho aqui, ó.",0.0,-0.5474047866164212,1.6783783783783783,0.03845638781785965
75,14216,159.2,161.35999999999999," Ah, e aí, esses poderistas do que é sempre uma coisa.",0.0,-0.5474047866164212,1.6783783783783783,0.03845638781785965
76,14216,161.35999999999999,164.8," Mas, espera aí, que é a coisa que agora tá um pouco diferente.",0.0,-0.5474047866164212,1.6783783783783783,0.03845638781785965
77,14216,164.8,167.04," Ele colocou muito de quadro pra cá, meu fral, baú.",0.0,-0.5474047866164212,1.6783783783783783,0.03845638781785965
78,14216,167.04,168.72," Deixa eu ver, seu me lembro bem.",0.0,-0.5474047866164212,1.6783783783783783,0.03845638781785965
79,14216,168.72,170.07999999999998, Eu acho que tá atrás de isso daqui.,0.0,-0.5474047866164212,1.6783783783783783,0.03845638781785965
80,17008,170.08,171.48000000000002," Ó, é isso mesmo, tá aqui.",0.0,-0.44936648637820514,1.7052341597796143,0.27487918734550476
81,17008,171.48000000000002,173.72, Não deixa quebrar essa piedra de que pra gente abrir o baú.,0.0,-0.44936648637820514,1.7052341597796143,0.27487918734550476
82,17008,173.72,177.56," E aqui tem uma senha, só que não precisa porque eu tenho controle de senha.",0.0,-0.44936648637820514,1.7052341597796143,0.27487918734550476
83,17008,177.56,180.20000000000002," E esse controle, ele consegue abrir qualquer baú com senha.",0.0,-0.44936648637820514,1.7052341597796143,0.27487918734550476
84,17008,180.20000000000002,181.60000000000002, Só clicar aqui e pronto.,0.0,-0.44936648637820514,1.7052341597796143,0.27487918734550476
85,17008,181.60000000000002,182.60000000000002, Abre o baú do que é.,0.0,-0.44936648637820514,1.7052341597796143,0.27487918734550476
86,17008,182.60000000000002,184.36," Galer, eu tô na câmera de baixo.",0.0,-0.44936648637820514,1.7052341597796143,0.27487918734550476
87,17008,184.36,187.08," E olha só, parece que ele conseguiu abrir o meu baú.",0.0,-0.44936648637820514,1.7052341597796143,0.27487918734550476
88,17008,187.08,190.12," Eu coloquei uma senha muito ruim, eu tenho certeza.",0.0,-0.44936648637820514,1.7052341597796143,0.27487918734550476
89,17008,190.12,191.88000000000002," Mas agora, quem é esse cara?",0.0,-0.44936648637820514,1.7052341597796143,0.27487918734550476
90,17008,191.88000000000002,193.96," Ah, assim que eu descobri ele, vai ver só.",0.0,-0.44936648637820514,1.7052341597796143,0.27487918734550476
91,17008,193.96,196.12, Vou pegar a merda de diamante dele.,0.0,-0.44936648637820514,1.7052341597796143,0.27487918734550476
92,17008,196.12,198.4," E agora eu vou dar um pé de chocolate aqui, esse negócio de novo.",0.0,-0.44936648637820514,1.7052341597796143,0.27487918734550476
93,17008,198.4,199.4, E isso aqui também.,0.0,-0.44936648637820514,1.7052341597796143,0.27487918734550476
94,19940,199.4,201.36," Então, acabou que eu vou que arrasse com o acadeite.",0.0,-0.5706716991606213,1.7223796033994334,0.017708394676446915
95,19940,201.36,203.08," Aí vai fazer isso mesmo, bora.",0.0,-0.5706716991606213,1.7223796033994334,0.017708394676446915
96,19940,203.08,206.52," Galer, eu tenho que lá rápido e seguir pra ver onde ele vai.",0.0,-0.5706716991606213,1.7223796033994334,0.017708394676446915
97,19940,206.52,208.12, O que é se ele for pra casa do cair?,0.0,-0.5706716991606213,1.7223796033994334,0.017708394676446915
98,19940,208.12,209.72, Já tenho certeza que eu caer.,0.0,-0.5706716991606213,1.7223796033994334,0.017708394676446915
99,19940,209.72,211.4, E o teu que seguir ele sempre me vê.,0.0,-0.5706716991606213,1.7223796033994334,0.017708394676446915
100,19940,211.4,212.52, Vai vai arrasse do cair.,0.0,-0.5706716991606213,1.7223796033994334,0.017708394676446915
101,19940,212.52,215.44," Mas aí te deu o seguir ele, você tem que ter aí segundo para deixar o like.",0.0,-0.5706716991606213,1.7223796033994334,0.017708394676446915
102,19940,215.44,216.68," Vai lá, é três.",0.0,-0.5706716991606213,1.7223796033994334,0.017708394676446915
103,19940,216.68,218.52," Dois, um, oi.",0.0,-0.5706716991606213,1.7223796033994334,0.017708394676446915
104,19940,218.52,219.68," Ele tá ligado, galera.",0.0,-0.5706716991606213,1.7223796033994334,0.017708394676446915
105,19940,219.68,221.48000000000002," Se você deixou o like, você é fera.",0.0,-0.5706716991606213,1.7223796033994334,0.017708394676446915
106,19940,221.48000000000002,223.24, Mas agora eu vou precisar seguir ele.,0.0,-0.5706716991606213,1.7223796033994334,0.017708394676446915
107,19940,223.24,225.64000000000001," Bique aqui, o pra saber onde é que ele vai.",0.0,-0.5706716991606213,1.7223796033994334,0.017708394676446915
108,19940,225.64000000000001,227.84," E olha só, ele tá com o meu teia mante de namão.",0.0,-0.5706716991606213,1.7223796033994334,0.017708394676446915
109,19940,227.84,229.16, Eu não acredito.,0.0,-0.5706716991606213,1.7223796033994334,0.017708394676446915
110,22916,229.16,230.64, Esse cara me roubou.,0.0,-0.43136328093859616,1.7009345794392523,0.00505874352529645
111,22916,230.64,232.04," Me tá indo pra lá, galera.",0.0,-0.43136328093859616,1.7009345794392523,0.00505874352529645
112,22916,232.04,234.48," Ele tem no pra casa do cair, se era.",0.0,-0.43136328093859616,1.7009345794392523,0.00505874352529645
113,22916,234.48,235.56, Linha ali ali.,0.0,-0.43136328093859616,1.7009345794392523,0.00505874352529645
114,22916,235.56,237.04," Ah, a poussada acabou.",0.0,-0.43136328093859616,1.7009345794392523,0.00505874352529645
115,22916,237.04,238.2, É o cair!,0.0,-0.43136328093859616,1.7009345794392523,0.00505874352529645
116,22916,238.2,239.4, Eu sabia.,0.0,-0.43136328093859616,1.7009345794392523,0.00505874352529645
117,22916,239.4,243.48," Ah, mas ele me paga, que hoje já tem uma trola de impreparada pra isso, tá?",0.0,-0.43136328093859616,1.7009345794392523,0.00505874352529645
118,22916,243.48,245.28, Eu ainda tenho um pouco de diamante.,0.0,-0.43136328093859616,1.7009345794392523,0.00505874352529645
119,22916,245.28,246.92," Então, eu vou fazer uma posta com o cair.",0.0,-0.43136328093859616,1.7009345794392523,0.00505874352529645
120,22916,246.92,248.51999999999998," Valeu, dos meus diamantes.",0.0,-0.43136328093859616,1.7009345794392523,0.00505874352529645
121,22916,248.51999999999998,252.12," Caer, ver aqui, eu tenho a proposta pra fazer, valeu, de diamante.",0.0,-0.43136328093859616,1.7009345794392523,0.00505874352529645
122,22916,252.12,253.48," Olha que é isso, que que foi?",0.0,-0.43136328093859616,1.7009345794392523,0.00505874352529645
123,22916,253.48,256.56," A proposta é a seguinte, a gente vai brincar de esconde esconde.",0.0,-0.43136328093859616,1.7009345794392523,0.00505874352529645
124,22916,256.56,258.84, E quem é achar mais o outro vai ficar com todo dia,0.0,-0.43136328093859616,1.7009345794392523,0.00505874352529645
125,25884,258.84,259.84, e a mãe tinha um do outro.,0.0,-0.5708139186952172,1.655786350148368,0.017172763124108315
126,25884,259.84,260.84, Pode ser.,0.0,-0.5708139186952172,1.655786350148368,0.017172763124108315
127,25884,260.84,262.84, A posta de diamante nos condesconde.,0.0,-0.5708139186952172,1.655786350148368,0.017172763124108315
128,25884,262.84,263.84, E isso aí.,0.0,-0.5708139186952172,1.655786350148368,0.017172763124108315
129,25884,263.84,264.84, Mas eu tô a casa de terra.,0.0,-0.5708139186952172,1.655786350148368,0.017172763124108315
130,25884,264.84,265.84, Você nem diamante de evité.,0.0,-0.5708139186952172,1.655786350148368,0.017172763124108315
131,25884,265.84,266.84," É, eu tenho 9.",0.0,-0.5708139186952172,1.655786350148368,0.017172763124108315
132,25884,266.84,267.84, Eu tenho mais.,0.0,-0.5708139186952172,1.655786350148368,0.017172763124108315
133,25884,267.84,268.84, Eu acho que eu não vou querer não.,0.0,-0.5708139186952172,1.655786350148368,0.017172763124108315
134,25884,268.84,269.84, Tchau.,0.0,-0.5708139186952172,1.655786350148368,0.017172763124108315
135,25884,269.84,272.84," Só o 9, então, vamos disputar o 9, a mãe de carrer, por favor.",0.0,-0.5708139186952172,1.655786350148368,0.017172763124108315
136,25884,272.84,275.84," Ah, tá bom, disputar 9 de amante de toll.",0.0,-0.5708139186952172,1.655786350148368,0.017172763124108315
137,25884,275.84,276.84, Vamos lá.,0.0,-0.5708139186952172,1.655786350148368,0.017172763124108315
138,25884,276.84,277.84," Então, eu vou me esconde, tá?",0.0,-0.5708139186952172,1.655786350148368,0.017172763124108315
139,25884,277.84,278.84, Só o vale nessa vila.,0.0,-0.5708139186952172,1.655786350148368,0.017172763124108315
140,25884,278.84,280.84," Vila, eu vou entrar aqui no mercado para se esconde.",0.0,-0.5708139186952172,1.655786350148368,0.017172763124108315
141,25884,280.84,283.84," Calera, eu vou virar o esquíli bitoélite.",0.0,-0.5708139186952172,1.655786350148368,0.017172763124108315
142,25884,283.84,287.84," É aquele povo mesmo, sabe, que tem uma cabeça dentro do um vaso.",0.0,-0.5708139186952172,1.655786350148368,0.017172763124108315
143,28784,287.84,290.84, E aí ele vai ficar muito a sustado.,0.0,-0.40752528599330357,1.6930379746835442,0.0609561912715435
144,28784,290.84,291.84, E depois eu tenho um plano.,0.0,-0.40752528599330357,1.6930379746835442,0.0609561912715435
145,28784,291.84,293.84," E olha só, galera.",0.0,-0.40752528599330357,1.6930379746835442,0.0609561912715435
146,28784,293.84,295.84, Eu acabei de virar esse meme aqui.,0.0,-0.40752528599330357,1.6930379746835442,0.0609561912715435
147,28784,295.84,299.84, Agora eu preciso me escondeir um lugar e vou dar um susto muito grande no caer.,0.0,-0.40752528599330357,1.6930379746835442,0.0609561912715435
148,28784,299.84,301.84, Acho que eu vou me escondeir nessa casa aqui mesmo.,0.0,-0.40752528599330357,1.6930379746835442,0.0609561912715435
149,28784,301.84,304.84," E agora só esperar o caer chegar, ele vai ver só.",0.0,-0.40752528599330357,1.6930379746835442,0.0609561912715435
150,28784,304.84,306.84, Vou ficar bem paradindo aqui.,0.0,-0.40752528599330357,1.6930379746835442,0.0609561912715435
151,28784,306.84,308.84," Pronto, não, lá, vou eu.",0.0,-0.40752528599330357,1.6930379746835442,0.0609561912715435
152,28784,308.84,309.84, O que é?,0.0,-0.40752528599330357,1.6930379746835442,0.0609561912715435
153,28784,309.84,310.84," Pode estar esconde, de encorcar no lugar.",0.0,-0.40752528599330357,1.6930379746835442,0.0609561912715435
154,28784,310.84,312.84, Eu tenho que tomar cuidado porque ele é muito bom nos contesconde.,0.0,-0.40752528599330357,1.6930379746835442,0.0609561912715435
155,28784,312.84,315.84," Não veço, eu fosse quesal e tinha que me esconderia.",0.0,-0.40752528599330357,1.6930379746835442,0.0609561912715435
156,31584,315.84,317.84," Vem-se aqui perto das ovelhas, né?",0.0,-0.5036855090263835,1.6904761904761905,0.17321018874645233
157,31584,317.84,318.84," Mas, é muito ruim.",0.0,-0.5036855090263835,1.6904761904761905,0.17321018874645233
158,31584,318.84,321.84," Já sei, dentro das casinhas com certeza ele faria isso.",0.0,-0.5036855090263835,1.6904761904761905,0.17321018874645233
159,31584,321.84,322.84, Tia cheim!,0.0,-0.5036855090263835,1.6904761904761905,0.17321018874645233
160,31584,322.84,323.84," Não, tem nada aqui.",0.0,-0.5036855090263835,1.6904761904761905,0.17321018874645233
161,31584,323.84,325.84," Então, eu vou você estar aqui.",0.0,-0.5036855090263835,1.6904761904761905,0.17321018874645233
162,31584,326.84,327.84, Tia cheim!,0.0,-0.5036855090263835,1.6904761904761905,0.17321018874645233
163,31584,327.84,328.84, O que que isso?,0.0,-0.5036855090263835,1.6904761904761905,0.17321018874645233
164,31584,328.84,329.84, Que isso?,0.0,-0.5036855090263835,1.6904761904761905,0.17321018874645233
165,31584,329.84,330.84, Fireto?,0.0,-0.5036855090263835,1.6904761904761905,0.17321018874645233
166,31584,330.84,333.84," Galera, ele já me achou, mas ele não sabe o que sou eu.",0.0,-0.5036855090263835,1.6904761904761905,0.17321018874645233
167,31584,333.84,335.84, E agora eu vou falar que ele é um ladrão de diamante.,0.0,-0.5036855090263835,1.6904761904761905,0.17321018874645233
168,31584,335.84,337.84," Vou estar aqui, se eu ladrão de diamante.",0.0,-0.5036855090263835,1.6904761904761905,0.17321018874645233
169,31584,337.84,340.84," Eu tenho que ser um boca mesmo, eu sou tudo uma brifada.",0.0,-0.5036855090263835,1.6904761904761905,0.17321018874645233
170,31584,340.84,343.84," E é no solo ladrão de diamante também, deixe mais refora.",0.0,-0.5036855090263835,1.6904761904761905,0.17321018874645233
171,34384,343.84,345.84," Você é ladrão de diamante, se!",0.2,-0.47340085721128927,1.8328358208955224,0.022277969866991043
172,34384,345.84,347.84," Ah, e aí aí aí aí aí que que isso?",0.2,-0.47340085721128927,1.8328358208955224,0.022277969866991043
173,34384,347.84,348.84, Sabe daqui!,0.2,-0.47340085721128927,1.8328358208955224,0.022277969866991043
174,34384,348.84,352.84," Aí que muito pessoal, rogalera eu vou voltar para minha casa do câem, brincar, mas não.",0.2,-0.47340085721128927,1.8328358208955224,0.022277969866991043
175,34384,352.84,355.84," Galera, mas eu acho que o caer ainda não aprendeu a lição.",0.2,-0.47340085721128927,1.8328358208955224,0.022277969866991043
176,34384,355.84,358.84," Então, eu estar na hora, eu vou voltar a ser o caer.",0.2,-0.47340085721128927,1.8328358208955224,0.022277969866991043
177,34384,358.84,360.84," Eu ainda vou dar muito mais susto, nele.",0.2,-0.47340085721128927,1.8328358208955224,0.022277969866991043
178,34384,360.84,361.84," Bom, já virai o caer de novo.",0.2,-0.47340085721128927,1.8328358208955224,0.022277969866991043
179,34384,361.84,363.84, Eu vou perguntar porque o caer estava gritando.,0.2,-0.47340085721128927,1.8328358208955224,0.022277969866991043
180,34384,363.84,365.84," Galera, o que foi isso?",0.2,-0.47340085721128927,1.8328358208955224,0.022277969866991043
181,34384,365.84,367.84," Aquele bote falou que eu ropei o jamante,",0.2,-0.47340085721128927,1.8328358208955224,0.022277969866991043
182,34384,367.84,368.84, e você não é que é por isso que ele apareceu.,0.2,-0.47340085721128927,1.8328358208955224,0.022277969866991043
183,34384,368.84,370.84," Aí aí aí aí eu cone o que eu faço, o que eu faço?",0.2,-0.47340085721128927,1.8328358208955224,0.022277969866991043
184,34384,370.84,372.84, Cheguei aqui na casa do caer.,0.2,-0.47340085721128927,1.8328358208955224,0.022277969866991043
185,37284,372.84,374.84," O caer, porque você está gritando aí aí?",0.0,-0.5066431767522952,1.6590909090909092,0.05579649284482002
186,37284,374.84,376.84," Eu não quero brincar, mas não vai embora.",0.0,-0.5066431767522952,1.6590909090909092,0.05579649284482002
187,37284,376.84,377.84," Na pé aí, deixe aí eu entrar.",0.0,-0.5066431767522952,1.6590909090909092,0.05579649284482002
188,37284,377.84,379.84," Não, não, não, fecha a porta, fecha a porta.",0.0,-0.5066431767522952,1.6590909090909092,0.05579649284482002
189,37284,379.84,380.84," O que aconteceu, coer?",0.0,-0.5066431767522952,1.6590909090909092,0.05579649284482002
190,37284,380.84,381.84, Você está tão desesperado assim.,0.0,-0.5066431767522952,1.6590909090909092,0.05579649284482002
191,37284,381.84,383.84," É que apareceu o cara de quesito,",0.0,-0.5066431767522952,1.6590909090909092,0.05579649284482002
192,37284,383.84,385.84, uma cabeça de privado e correu entre a estimei.,0.0,-0.5066431767522952,1.6590909090909092,0.05579649284482002
193,37284,385.84,389.84," Ah, entendi, mas porque esse era a encaer?",0.0,-0.5066431767522952,1.6590909090909092,0.05579649284482002
194,37284,389.84,391.84," É, ele falou...",0.0,-0.5066431767522952,1.6590909090909092,0.05579649284482002
195,37284,392.84,394.84," Não sei, ele vê o meu espeço em guido, é,",0.0,-0.5066431767522952,1.6590909090909092,0.05579649284482002
196,37284,394.84,395.84, ele só queria me pegar mesmo.,0.0,-0.5066431767522952,1.6590909090909092,0.05579649284482002
197,37284,395.84,399.84," Bem, em uma leenda, coer, que quem rouba de amante dos outros",0.0,-0.5066431767522952,1.6590909090909092,0.05579649284482002
198,39984,399.84,402.84, acabava vendo a cabeça de privada por aí.,0.0,-0.5101524911275724,1.7493036211699164,0.18701821565628052
199,39984,402.84,405.84," Tô falando um ser basei, eu não rebedi a mante de ninguém, não.",0.0,-0.5101524911275724,1.7493036211699164,0.18701821565628052
200,39984,405.84,408.84," Ah, então, fica tranquilo que ele nunca mais vai aparecer para você.",0.0,-0.5101524911275724,1.7493036211699164,0.18701821565628052
201,39984,408.84,410.84," Então, vamos, vamos ficar tranquilo, tá bom?",0.0,-0.5101524911275724,1.7493036211699164,0.18701821565628052
202,39984,410.84,412.84," E que é tranquilo, aí, acho que isso...",0.0,-0.5101524911275724,1.7493036211699164,0.18701821565628052
203,39984,412.84,415.84," Tá bom, que é isso, meu brincadei.",0.0,-0.5101524911275724,1.7493036211699164,0.18701821565628052
204,39984,415.84,416.84," Galer, eu já tive o maideia.",0.0,-0.5101524911275724,1.7493036211699164,0.18701821565628052
205,39984,416.84,418.84, Eu tenho que eu como usar uma díblia da minha casa.,0.0,-0.5101524911275724,1.7493036211699164,0.18701821565628052
206,39984,418.84,420.84," Então, eu vou proteger ela, que é isso,",0.0,-0.5101524911275724,1.7493036211699164,0.18701821565628052
207,39984,420.84,421.84," e mostruca, mas vai aparecer aqui.",0.0,-0.5101524911275724,1.7493036211699164,0.18701821565628052
208,39984,421.84,422.84, Ela é tão guardada bem aqui no meu quarto.,0.0,-0.5101524911275724,1.7493036211699164,0.18701821565628052
209,39984,422.84,423.84, Eu vou pegar todas elas.,0.0,-0.5101524911275724,1.7493036211699164,0.18701821565628052
210,39984,423.84,425.84," Protir, já peguei mesmo, arrmadilhas.",0.0,-0.5101524911275724,1.7493036211699164,0.18701821565628052
211,39984,425.84,427.84, E agora só a gente coloca em volta da minha casa.,0.0,-0.5101524911275724,1.7493036211699164,0.18701821565628052
212,42784,427.84,430.84, Seis oras e meia depois.,0.0,-0.45129161633943254,1.7439759036144578,0.07474766671657562
213,42784,430.84,436.84," E assim ficou nossa casa, cois dessas armadilhas com espinho e leis, e minha casa ficou muito protegida com tantas armadilhas.",0.0,-0.45129161633943254,1.7439759036144578,0.07474766671657562
