comments_total,authors_total,comments_mean_day,comments_avg_day,comments_median_day,comments_max_day
109,91,0.6228571428571429,4.122484305281301,0.0,50
174,139,0.8613861386138614,2.9083161015736545,0.0,37
109,83,0.6411764705882353,3.488876461377889,0.0,36
104,91,0.5977011494252874,3.465635659282269,0.0,44
134,103,0.7657142857142857,3.7488651813293115,0.0,44
99,77,0.553072625698324,3.11055272560052,0.0,38
149,124,0.7680412371134021,3.506146974912725,0.0,42
133,118,0.6963350785340314,3.030014273507265,0.0,40
124,102,0.6888888888888889,3.875562873357973,0.0,51
262,113,1.3575129533678756,9.571640948606989,0.0,126
75,57,0.6,5.163457206424844,0.0,57
176,133,1.0476190476190477,6.876854805917524,0.0,84
152,136,0.7676767676767676,3.078757356378953,0.0,37
135,102,0.7258064516129032,3.69002756089631,0.0,47
141,108,0.8245614035087719,3.816941216167472,0.0,42
88,70,0.546583850931677,3.447735326556779,0.0,42
84,76,0.4666666666666667,1.0954451150103321,0.0,8
116,99,0.6783625730994152,4.012707712432406,0.0,45
74,65,0.5967741935483871,3.522100617757114,0.0,36
106,86,0.572972972972973,4.188016590370924,0.0,53
248,189,1.2588832487309645,5.844846393084131,0.0,75
104,85,0.5842696629213483,3.8084324778273926,0.0,48
76,67,0.3838383838383838,2.0976519176584705,0.0,26
83,72,0.6194029850746269,3.944720991533324,0.0,41
