comments_total,comments_mean_day,comments_avg_day,comments_median_day,comments_max_day,neg_total_threshold,neg_mean,neg_avg,neg_max,neg_percentage,pos_total_threshold,pos_mean,pos_avg,pos_max,pos_percentage,neu_total_threshold,neu_mean,neu_avg,neu_max,neu_percentage
2689,1.45508658008658,39.16339705327732,0.0,1664,46,0.10204871692742774,0.10272428717017798,0.8881373405456543,1.7106731126812942,137,0.13450555466378694,0.16367482344860929,0.9756043553352356,5.094830792116029,2484,0.7634457283154236,0.17057880199835684,0.9293729066848756,92.37634808478988
