index,tiras,negatividade,neutralidade,positividade,sentimento_dominante,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,p_toxicity,Creator Name,Game Environment,Video Name,toxicidade,class_detoxify,class_perspective,classificacao_ia,texto_exibicao,Anotador_1,Anotador_2
19,os nossos presentes acho que isso não foi uma boa ideia foi sim lulu que nossos presentes estão aqui mas eu tenho um saco de presente nas minhas costas mas você não tá pra levar nem metade da galera que pediu olha nossos presentes estão todos aqui e eu to achando que agora que nós vamos usar o bate crianças vocês não eram permitidos de estar aqui vocês não leram a placa escrito não entre a gente tem impressão minha ele cresceu você pegou todos os nossos presentes eu não acredito que você é o verdadeiro papai noel ta bom eu não sou o papai noel é claro mami ele é o great meu Deus lulu olha a cara dele de mal meu Deus olha a cara dele eu sabia que a gente não deveria ter deixado mami meu Deus lulu sabe o que ele fala agora que a gente só vai recuperar o presente e passar por cima dele então vamos passar por cima dele mami ai vem cá ele ta jogando bola de fogo calma calma calma tomei meu chocolate quente agora minha vida ta boa eu vou lá pegar ele tá a vida dele já ta na metade vai a gente consegue vai lucas vai lulu ele atum de novo de novo mami eu consigo sozinha então vai lulu que eu confio em você filha vai mami agora é a hora vai mami eu vou bater nele,0.530744731426239,0.3189265131950378,0.1503288000822067,NEG,0.6281515955924988,0.0068233599886298,0.0599638037383556,0.0023970627225935,0.0378241054713726,0.0420652255415916,0.0176323764026165,0.30993456,Luluca Games,Roblox,Roblox - O GRINCH QUER ACABAR COM O NOSSO NATAL The Grinch Story  Luluca Games [OuGW1h40Zdc],0.5307450890541077,GZ,GZ,GZ,"🎬 Canal: Luluca Games | 🎥 Vídeo: Roblox - O GRINCH QUER ACABAR COM O NOSSO NATAL The Grinch Story  Luluca Games [OuGW1h40Zdc]
⏱️ Segmento/Index: 19
──────────────────────────────────────────────────
Fala transcrita:
""os nossos presentes acho que isso não foi uma boa ideia foi sim lulu que nossos presentes estão aqui mas eu tenho um saco de presente nas minhas costas mas você não tá pra levar nem metade da galera que pediu olha nossos presentes estão todos aqui e eu to achando que agora que nós vamos usar o bate crianças vocês não eram permitidos de estar aqui vocês não leram a placa escrito não entre a gente tem impressão minha ele cresceu você pegou todos os nossos presentes eu não acredito que você é o verdadeiro papai noel ta bom eu não sou o papai noel é claro mami ele é o great meu Deus lulu olha a cara dele de mal meu Deus olha a cara dele eu sabia que a gente não deveria ter deixado mami meu Deus lulu sabe o que ele fala agora que a gente só vai recuperar o presente e passar por cima dele então vamos passar por cima dele mami ai vem cá ele ta jogando bola de fogo calma calma calma tomei meu chocolate quente agora minha vida ta boa eu vou lá pegar ele tá a vida dele já ta na metade vai a gente consegue vai lucas vai lulu ele atum de novo de novo mami eu consigo sozinha então vai lulu que eu confio em você filha vai mami agora é a hora vai mami eu vou bater nele""",Avaliador_B,Avaliador_F
18,"porque ele ficou sozinho, ele não conseguiria levar todas as barras no mesmo inventário ele precisaria de mais gente e a gente conseguia enfrentar os sapoings ele acabou com todo o ouro, isso aqui não é nada, ele deve estar com muito ele é verdade, eu dou pouco mais ouro não, não, não acredito uma parte da riqueza da cidade agora está nas mãos do espectro eu não acredito, eu não acredito, esse cara é muito malvado e fugiu mais uma vez e olha o estrago que ele fez aqui no banco nós vamos ter que pedir ajuda para o pessoal da cidade de estar reformando essa entrada seu JP, eu falei que tinha uma coisa estranha na cidade, por que você não acreditou em mim? desculpa xerife, você estava certo, realmente tinha algo estranho a gente só não sabia bem o que era, né? e com certeza não era culpa daquele porquinho que você quis prender ai ai ai, verdade, mas ele estava muito suspeito, aquele porquinho olha pessoal, olha o que ele fez olha, a gente tem então um jeito de tentar descobrir quais são os planos do espectro, sério a gente precisa descobrir para onde ele levou todas essas barras de ouro e o pior, o que ele vai fazer com todo esse ouro, né?",0.9399454593658448,0.0325467661023139,0.0275078173726797,NEG,0.3116671741008758,0.0004860060871578,0.0394350066781044,0.0009510728996247,0.1825505793094635,0.000567895360291,0.0005462368717417,0.36043653,JP Plays,Minecraft,SPECTRE ROUBOU O BANCO DA CIDADE NO VELHO OESTE DO MINECRAFT  12 [8CExY1DQliE],,GZ,GZ,GZ,"🎬 Canal: JP Plays | 🎥 Vídeo: SPECTRE ROUBOU O BANCO DA CIDADE NO VELHO OESTE DO MINECRAFT  12 [8CExY1DQliE]
⏱️ Segmento/Index: 18
──────────────────────────────────────────────────
Fala transcrita:
""porque ele ficou sozinho, ele não conseguiria levar todas as barras no mesmo inventário ele precisaria de mais gente e a gente conseguia enfrentar os sapoings ele acabou com todo o ouro, isso aqui não é nada, ele deve estar com muito ele é verdade, eu dou pouco mais ouro não, não, não acredito uma parte da riqueza da cidade agora está nas mãos do espectro eu não acredito, eu não acredito, esse cara é muito malvado e fugiu mais uma vez e olha o estrago que ele fez aqui no banco nós vamos ter que pedir ajuda para o pessoal da cidade de estar reformando essa entrada seu JP, eu falei que tinha uma coisa estranha na cidade, por que você não acreditou em mim? desculpa xerife, você estava certo, realmente tinha algo estranho a gente só não sabia bem o que era, né? e com certeza não era culpa daquele porquinho que você quis prender ai ai ai, verdade, mas ele estava muito suspeito, aquele porquinho olha pessoal, olha o que ele fez olha, a gente tem então um jeito de tentar descobrir quais são os planos do espectro, sério a gente precisa descobrir para onde ele levou todas essas barras de ouro e o pior, o que ele vai fazer com todo esse ouro, né?""",Avaliador_B,Avaliador_F
9,"Hum, droga, ele tá aqui, ele tá aqui, tem um poço, conseguir explorar e pegar algumas coisas, uma munição Será que tem como ter uma arma e acabar com esse porco? Hum, pode ser que sim, pode ser que não, mas ele tá atrás de mim, o plano não tá funcionando, o plano tá dando ruim Hum, pera, pera, pra cá não, pra cá não Ai, ali em cima tem peças de engrenagem, encontrei, encontrei o que queria, pera, pera, pera Seguinte, pessoal, as peças da engrenagem tão ali ó, eu vou deixar essa munição em cima da mesa, a gente pega essas peças de engrenagem, leva lá pra fora e coloca na máquina lá Será que isso vai funcionar? Será que não vai? Vamos fechar a porta, deixa o George lá. Beleza, aqui não tem porta, né? O que é ruim é terrível. A gente vai vir aqui e colocar as peças, vamos ver se vai. Boa! Coloquei as peças. Deu certo, deu certo. Agora provavelmente abriu alguma passagem secreta em algum lugar da casa, né? Não sei, dá pra entrar aqui? Não dá pra entrar aqui. Eu acho que não. Tô vivo! McFly, muito obrigado, você já fez com que eu descobrisse bastante coisa nova que eu não sabia.",0.7154546976089478,0.2644955515861511,0.0200498215854167,NEG,0.8917825818061829,0.0062661990523338,0.2803115248680115,0.0028123692609369,0.0580784901976585,0.005556312855333,0.009254808537662,0.47886392,JP Plays,Minecraft,A PORCA MALVADA NO ROBLOX  Creepypasta Peppa Pig [cNDxodQUfbc],,T,T,T,"🎬 Canal: JP Plays | 🎥 Vídeo: A PORCA MALVADA NO ROBLOX  Creepypasta Peppa Pig [cNDxodQUfbc]
⏱️ Segmento/Index: 9
──────────────────────────────────────────────────
Fala transcrita:
""Hum, droga, ele tá aqui, ele tá aqui, tem um poço, conseguir explorar e pegar algumas coisas, uma munição Será que tem como ter uma arma e acabar com esse porco? Hum, pode ser que sim, pode ser que não, mas ele tá atrás de mim, o plano não tá funcionando, o plano tá dando ruim Hum, pera, pera, pra cá não, pra cá não Ai, ali em cima tem peças de engrenagem, encontrei, encontrei o que queria, pera, pera, pera Seguinte, pessoal, as peças da engrenagem tão ali ó, eu vou deixar essa munição em cima da mesa, a gente pega essas peças de engrenagem, leva lá pra fora e coloca na máquina lá Será que isso vai funcionar? Será que não vai? Vamos fechar a porta, deixa o George lá. Beleza, aqui não tem porta, né? O que é ruim é terrível. A gente vai vir aqui e colocar as peças, vamos ver se vai. Boa! Coloquei as peças. Deu certo, deu certo. Agora provavelmente abriu alguma passagem secreta em algum lugar da casa, né? Não sei, dá pra entrar aqui? Não dá pra entrar aqui. Eu acho que não. Tô vivo! McFly, muito obrigado, você já fez com que eu descobrisse bastante coisa nova que eu não sabia.""",Avaliador_B,Avaliador_F
0,"Pronto pra copiar e colar todos os blocos do Minecraft, K.R.? Eu tô pronto pra gente conseguir aquele bloco de diamante mais lindo e sair copiando por aí pelo mundo. Caraca, então galera, hoje vai ser o seguinte, hoje nós podemos craftar uma varinha que vai copiar e colar todos os blocos do Minecraft, o mais seu for, se você, K.R. Eu colocava de dia, porque a gente já começou de noite, né? Eu não vou colocar de dia não, porque o que eu vou colocar de dia vai ser o comando. É, o comando coloca de dia e o pessoal vai deixando like, o comando do like, barra like. Comando, barra like ali, deixa eu ver pra frente que o pessoal vê, barra like aí. Deixa o like, galera. Só faz besteira, né mano? Tá, e pra gente craftar essa varinha que copia todos os blocos, K.R., é bem simples. A gente só vai precisar de uma madeirinha ali, aí a gente pega a madeira, faz uma bancada de trabalho ou se você preferir uma crafting table, né, que é inglês, e aí a gente faz uns dois sticks e pega a lã da alvelha e coloca dois sticks e a lã da alvelha.",0.0481088273227214,0.5424108505249023,0.4094803631305694,NEU,0.3037452697753906,0.0052140005864202,0.0619924217462539,0.0036602986510843,0.0264552105218172,0.0022837177384644,0.0052408222109079,0.2854937,Kass e KR,Minecraft,Podemos COPIAR e COLAR qualquer Bloco no Minecraft [yVs7dhL7hT8],,GZ,GZ,GZ,"🎬 Canal: Kass e KR | 🎥 Vídeo: Podemos COPIAR e COLAR qualquer Bloco no Minecraft [yVs7dhL7hT8]
⏱️ Segmento/Index: 0
──────────────────────────────────────────────────
Fala transcrita:
""Pronto pra copiar e colar todos os blocos do Minecraft, K.R.? Eu tô pronto pra gente conseguir aquele bloco de diamante mais lindo e sair copiando por aí pelo mundo. Caraca, então galera, hoje vai ser o seguinte, hoje nós podemos craftar uma varinha que vai copiar e colar todos os blocos do Minecraft, o mais seu for, se você, K.R. Eu colocava de dia, porque a gente já começou de noite, né? Eu não vou colocar de dia não, porque o que eu vou colocar de dia vai ser o comando. É, o comando coloca de dia e o pessoal vai deixando like, o comando do like, barra like. Comando, barra like ali, deixa eu ver pra frente que o pessoal vê, barra like aí. Deixa o like, galera. Só faz besteira, né mano? Tá, e pra gente craftar essa varinha que copia todos os blocos, K.R., é bem simples. A gente só vai precisar de uma madeirinha ali, aí a gente pega a madeira, faz uma bancada de trabalho ou se você preferir uma crafting table, né, que é inglês, e aí a gente faz uns dois sticks e pega a lã da alvelha e coloca dois sticks e a lã da alvelha.""",Avaliador_B,Avaliador_F
13,"É, mas eu descobri algo agora que vai fazer eu te vencer. O que você descobriu, Cadres? Um mob novo da nova atualização. Um mob da atualização, será que ele descobriu que eu tô usando o mod? O que você tá mutado aí, Atlus? Cadres, valendo, valendo, porque eu já sei o mob que eu vou usar. Eu não sei ainda que mob eu vou usar, vamos observar o que o Cadres vai fazer. O que será que ele descobriu? Ah, agora o Atlus vai ver, ele vai ver só. Eu tava vendo que aqui pros cantos tem um monte de mod, olha isso. E o mais sorte de todos que eu encontrei foi esse daqui. Agora eu vou estar colocando ele no chão, olha só como ele é forte. O Cadres colocou um monstro de gelo. Se ele colocou um monstro de gelo, eu tenho que colocar criaturas de fogo pra combater o gelo. Eu acho que ele descobriu que eu tô usando o mod, mas não tem problema, porque ele não sabe ainda que eu tenho essa parede aqui de vidro e eu consigo observar tudo que ele faz. O Cadres vai reclamar um pouco, mas não importa. Eu vou transformar tudo em magma e nós vamos fazer esse monstro gelado dele pegar fogo.",0.0813104808330535,0.8805601000785828,0.0381294526159763,NEU,0.2611740529537201,0.0102294664829969,0.0501863732933998,0.0075702560134232,0.0487800389528274,0.016566788777709,0.0036311272997409,0.25462922,Athos,Minecraft,TROLEI MEU AMIGO EM UMA BATALHA DE MOBS NO MINECRAFT [dTCDBlqH8a8],,GZ,GZ,GZ,"🎬 Canal: Athos | 🎥 Vídeo: TROLEI MEU AMIGO EM UMA BATALHA DE MOBS NO MINECRAFT [dTCDBlqH8a8]
⏱️ Segmento/Index: 13
──────────────────────────────────────────────────
Fala transcrita:
""É, mas eu descobri algo agora que vai fazer eu te vencer. O que você descobriu, Cadres? Um mob novo da nova atualização. Um mob da atualização, será que ele descobriu que eu tô usando o mod? O que você tá mutado aí, Atlus? Cadres, valendo, valendo, porque eu já sei o mob que eu vou usar. Eu não sei ainda que mob eu vou usar, vamos observar o que o Cadres vai fazer. O que será que ele descobriu? Ah, agora o Atlus vai ver, ele vai ver só. Eu tava vendo que aqui pros cantos tem um monte de mod, olha isso. E o mais sorte de todos que eu encontrei foi esse daqui. Agora eu vou estar colocando ele no chão, olha só como ele é forte. O Cadres colocou um monstro de gelo. Se ele colocou um monstro de gelo, eu tenho que colocar criaturas de fogo pra combater o gelo. Eu acho que ele descobriu que eu tô usando o mod, mas não tem problema, porque ele não sabe ainda que eu tenho essa parede aqui de vidro e eu consigo observar tudo que ele faz. O Cadres vai reclamar um pouco, mas não importa. Eu vou transformar tudo em magma e nós vamos fazer esse monstro gelado dele pegar fogo.""",Avaliador_B,Avaliador_F
22,"mas talvez não estejam na cama toda ta, eu to aqui ó, to invisível ta invisível? ta, ta, ta, ta, ta ta me vendo? aham, to vendo será que eles me veem? tu tu tu tu não viram tu tu tu tu tu tu tu tu tu quebrei, quebro?",0.1830249428749084,0.7928829193115234,0.0240921750664711,NEU,0.6219662427902222,0.005904221907258,0.0445005409419536,0.0049525424838066,0.0571679063141346,0.0104789799079298,0.0116075491532683,0.20219094,Julia MineGirl,Roblox,Minecraft - BED WARS MAIS EMOCIONANTE [GqgSxP7uLBc],,GZ,GZ,GZ,"🎬 Canal: Julia MineGirl | 🎥 Vídeo: Minecraft - BED WARS MAIS EMOCIONANTE [GqgSxP7uLBc]
⏱️ Segmento/Index: 22
──────────────────────────────────────────────────
Fala transcrita:
""mas talvez não estejam na cama toda ta, eu to aqui ó, to invisível ta invisível? ta, ta, ta, ta, ta ta me vendo? aham, to vendo será que eles me veem? tu tu tu tu não viram tu tu tu tu tu tu tu tu tu quebrei, quebro?""",Avaliador_B,Avaliador_F
5,"Tá. Meu Deus do céu, porco. Pega fogo. Faz isso comigo não, velho. Ah, eu tenho aspecto sumerjante. Ah, moleque, é isso, véi. Agora. Deixa eu deixar a mesa aqui, ó. É só... Multiplica, é? Então, véi, basicamente... Eu tô com um pé aqui, eu tô com muito, muito, muito... A fogueira, se for ferramenta, ela vai encantar, se for item, ela vai multiplicar, entende? Caraca. Ah, peraí que eu vou derrubar. Exato, véi. Nossa. E é o seguinte, eu vou fazer mais umas fornalhinhas aqui. Você tem pedregulho? Meu Deus. Tem muito pedregulho, muito. Calma, eu vou colocar aqui uma pedra em cada fornalha aqui, véi. É só porque... Caraca, que... Oi, que picareta é essa? Que isso, me dá, me dá, me dá. Eu quero, eu quero, eu quero. Toma essa aqui, ó. Nossa, mano, você pegou uma picareta de eficiência mil. Velho do céu. Eu vou fazer outro machado. Agora eu vou fazer outro machado e tentar pegar em um quesamento muito bom. Nossa, véi. Mano, é que eu tô fazendo uma grindstone, a gente não precisa fazer outro, entendeu? A gente só... A gente só... Só fica tirando e botando aqui...",0.1490501016378402,0.3844346404075622,0.4665152132511139,POS,0.8776034116744995,0.0066682673059403,0.0746193826198577,0.0036711764987558,0.1439774185419082,0.011702723801136,0.0158762652426958,0.4269174,Geleia,Minecraft,as fogueiras mudaram no minecraft... [oVJ60UlHNYk],,T,T,T,"🎬 Canal: Geleia | 🎥 Vídeo: as fogueiras mudaram no minecraft... [oVJ60UlHNYk]
⏱️ Segmento/Index: 5
──────────────────────────────────────────────────
Fala transcrita:
""Tá. Meu Deus do céu, porco. Pega fogo. Faz isso comigo não, velho. Ah, eu tenho aspecto sumerjante. Ah, moleque, é isso, véi. Agora. Deixa eu deixar a mesa aqui, ó. É só... Multiplica, é? Então, véi, basicamente... Eu tô com um pé aqui, eu tô com muito, muito, muito... A fogueira, se for ferramenta, ela vai encantar, se for item, ela vai multiplicar, entende? Caraca. Ah, peraí que eu vou derrubar. Exato, véi. Nossa. E é o seguinte, eu vou fazer mais umas fornalhinhas aqui. Você tem pedregulho? Meu Deus. Tem muito pedregulho, muito. Calma, eu vou colocar aqui uma pedra em cada fornalha aqui, véi. É só porque... Caraca, que... Oi, que picareta é essa? Que isso, me dá, me dá, me dá. Eu quero, eu quero, eu quero. Toma essa aqui, ó. Nossa, mano, você pegou uma picareta de eficiência mil. Velho do céu. Eu vou fazer outro machado. Agora eu vou fazer outro machado e tentar pegar em um quesamento muito bom. Nossa, véi. Mano, é que eu tô fazendo uma grindstone, a gente não precisa fazer outro, entendeu? A gente só... A gente só... Só fica tirando e botando aqui...""",Avaliador_B,Avaliador_F
0,"Nossa, olha o tanto de cobre! Ai, mãe, tem uma aranha vinda! Aaaaaaah! Tu tem aranha, Ju? Ai, essa aqui! Mata ela! Aaaaaaah! Mata ela, você pode me matar! Não, não, não! Aaaaaaah! Ela vai me matar! Mata ela! Ah, não, não! Uh, olá, pessoal, tudo bem? Hoje em dia é que vira mais de URSA e G-Minecraft, e essa vez somos aqui de Manam! Olá, pessoal! Tudo bem? E hoje, pessoal, voltamos aqui no Diário Mine Girl! Isso mesmo! Pessoal, vocês gostaram do primeiro episódio? Sim! Nossa, gente, vocês foram incríveis! Isso aí, galera, vocês bateram a nossa meta de 60 mil likes e muito mais, né, Mami? Sim, foram quase 100 mil likes a última vez que a gente olhou! Sim, gente! Nossa! Então, galera, já vai deixando esse seu like eletion, beleza? Sim, bora continuar a nossa meta de 60 mil likes pro próximo episódio! Isso aí, galera, que a gente quer saber se vocês estão gostando, né? Exatamente!",0.5345604419708252,0.415852427482605,0.0495871789753437,NEG,0.9551344513893129,0.0072501092217862,0.0325765460729599,0.0066048470325767,0.0498480275273323,0.7351586818695068,0.0105832237750291,0.53579444,Julia MineGirl,Roblox,Diário Minegirl - HOJE O DIA FOI TENSO NO MINECRAFT  E2 [vCK6tQFv5zc],,T,T,T,"🎬 Canal: Julia MineGirl | 🎥 Vídeo: Diário Minegirl - HOJE O DIA FOI TENSO NO MINECRAFT  E2 [vCK6tQFv5zc]
⏱️ Segmento/Index: 0
──────────────────────────────────────────────────
Fala transcrita:
""Nossa, olha o tanto de cobre! Ai, mãe, tem uma aranha vinda! Aaaaaaah! Tu tem aranha, Ju? Ai, essa aqui! Mata ela! Aaaaaaah! Mata ela, você pode me matar! Não, não, não! Aaaaaaah! Ela vai me matar! Mata ela! Ah, não, não! Uh, olá, pessoal, tudo bem? Hoje em dia é que vira mais de URSA e G-Minecraft, e essa vez somos aqui de Manam! Olá, pessoal! Tudo bem? E hoje, pessoal, voltamos aqui no Diário Mine Girl! Isso mesmo! Pessoal, vocês gostaram do primeiro episódio? Sim! Nossa, gente, vocês foram incríveis! Isso aí, galera, vocês bateram a nossa meta de 60 mil likes e muito mais, né, Mami? Sim, foram quase 100 mil likes a última vez que a gente olhou! Sim, gente! Nossa! Então, galera, já vai deixando esse seu like eletion, beleza? Sim, bora continuar a nossa meta de 60 mil likes pro próximo episódio! Isso aí, galera, que a gente quer saber se vocês estão gostando, né? Exatamente!""",Avaliador_B,Avaliador_F
10,"Muita coisa. E os materiais pra fazer essa farm são estes daqui, ó. Você vai precisar de algumas águas, né? Cenouras pra plantar ali ou batata. Alguns blocos de construção e terra, mano. Esses aqui são os materiais, assim, gerais. E os que são o número exato são estes aqui, mano. 8 camas, 11 lajes, 2 barris, 7 placas de carvalho, 2 composteiras e 11 sapões de abeto. E os villagers, obviamente, você vai trazer aqui ou com barquinho, ou com carrinho, ou com cavalinho, ou com motinho, sei lá. O que você tiver aí no seu mapa. Então, Victor, explica pra nós aí mais uma vez como essa farmzinha aqui funciona, velho. Bom, gente, farm de villager é uma farm pré-histórica do Minecraft, mano. Isso aqui existe desde que o Minecraft é Minecraft. Mas é o seguinte, gente. Por que uma farm de villager? Uma farm de villager é importante pra você conseguir aí os seus livros encantados, pra você conseguir fazer uma farm de velha, uma farm de tenoura e batata e, enfim. E não só isso, ela é muito eficiente, rapaziada. Então, tenha um controle no seu mapa, mano. Tenha um jeito de você, meio que, bloquear ela. Um jeito fácil de você bloquear ela é removendo as câmaras. Todos vocês sabem, mas pra essa farm funcionar, o villager precisa dormir.",0.0545466877520084,0.9156988263130188,0.0297544561326503,NEU,0.0074020470492541,0.0050876289606094,0.0350581854581832,0.0034973924048244,0.0253633353859186,0.0030408028978854,0.0021057242993265,0.1269396,Geleia,Minecraft,3 FARMS SIMPLES para o MINECRAFT BEDROCK EDITION MCPE PE Windows 10 Xbox PS4 Switch [hknF7XpV6mg],,NT,NT,NT,"🎬 Canal: Geleia | 🎥 Vídeo: 3 FARMS SIMPLES para o MINECRAFT BEDROCK EDITION MCPE PE Windows 10 Xbox PS4 Switch [hknF7XpV6mg]
⏱️ Segmento/Index: 10
──────────────────────────────────────────────────
Fala transcrita:
""Muita coisa. E os materiais pra fazer essa farm são estes daqui, ó. Você vai precisar de algumas águas, né? Cenouras pra plantar ali ou batata. Alguns blocos de construção e terra, mano. Esses aqui são os materiais, assim, gerais. E os que são o número exato são estes aqui, mano. 8 camas, 11 lajes, 2 barris, 7 placas de carvalho, 2 composteiras e 11 sapões de abeto. E os villagers, obviamente, você vai trazer aqui ou com barquinho, ou com carrinho, ou com cavalinho, ou com motinho, sei lá. O que você tiver aí no seu mapa. Então, Victor, explica pra nós aí mais uma vez como essa farmzinha aqui funciona, velho. Bom, gente, farm de villager é uma farm pré-histórica do Minecraft, mano. Isso aqui existe desde que o Minecraft é Minecraft. Mas é o seguinte, gente. Por que uma farm de villager? Uma farm de villager é importante pra você conseguir aí os seus livros encantados, pra você conseguir fazer uma farm de velha, uma farm de tenoura e batata e, enfim. E não só isso, ela é muito eficiente, rapaziada. Então, tenha um controle no seu mapa, mano. Tenha um jeito de você, meio que, bloquear ela. Um jeito fácil de você bloquear ela é removendo as câmaras. Todos vocês sabem, mas pra essa farm funcionar, o villager precisa dormir.""",Avaliador_B,Avaliador_F
3,"Espera, que coisa horrível, cara! Que horror! Sai daqui! Foi pra cima, foi pra cima! Consegui, consegui, matei. Cara, será que não era... Não, não, não, a gente não deveria prender ele de jeito nenhum, não. Deixa quieto. Já aprendemos coisas horríveis e essa joia, ela está no limite, Beto. Capturamos 25 monstros. Lembra que tem limite, não dá pra sair capturando todos os monstros do mundo. Agora vamos seguir em linha reta, já estou com as barras na mão. A base militar realmente é um bom lugar, Robin. Vai ser a melhor prisão que vamos conseguir. São diversos monstros, então tem que ser grande. Sim, Beto, acho que daqui a pouco vai dar pra gente ver e estamos nos aproximando dessa base. Consigo ver algumas árvores, mas nem sinal até agora. Robin, olha isso aqui, tem um túmulo nessa parte, um túmulo encantado aqui. Peraí, eu vou quebrar, estou com uma picareta aqui, vamos ver se a gente consegue algum item especial.",0.9901064038276672,0.006213548593223,0.0036800736561417,NEG,0.3209512233734131,0.00219376408495,0.0301430150866508,0.0019210678292438,0.0358152650296688,0.0175296496599912,0.0040142107754945,0.39231625,Robin Hood Gamer,Minecraft,LUTAMOS COM O MONSTRO E CONSEGUIMOS A MELHOR ESPADA - Minecraft Herobrine 53 [pz4SOb7Qybs],,GZ,GZ,GZ,"🎬 Canal: Robin Hood Gamer | 🎥 Vídeo: LUTAMOS COM O MONSTRO E CONSEGUIMOS A MELHOR ESPADA - Minecraft Herobrine 53 [pz4SOb7Qybs]
⏱️ Segmento/Index: 3
──────────────────────────────────────────────────
Fala transcrita:
""Espera, que coisa horrível, cara! Que horror! Sai daqui! Foi pra cima, foi pra cima! Consegui, consegui, matei. Cara, será que não era... Não, não, não, a gente não deveria prender ele de jeito nenhum, não. Deixa quieto. Já aprendemos coisas horríveis e essa joia, ela está no limite, Beto. Capturamos 25 monstros. Lembra que tem limite, não dá pra sair capturando todos os monstros do mundo. Agora vamos seguir em linha reta, já estou com as barras na mão. A base militar realmente é um bom lugar, Robin. Vai ser a melhor prisão que vamos conseguir. São diversos monstros, então tem que ser grande. Sim, Beto, acho que daqui a pouco vai dar pra gente ver e estamos nos aproximando dessa base. Consigo ver algumas árvores, mas nem sinal até agora. Robin, olha isso aqui, tem um túmulo nessa parte, um túmulo encantado aqui. Peraí, eu vou quebrar, estou com uma picareta aqui, vamos ver se a gente consegue algum item especial.""",Avaliador_B,Avaliador_F
20,"Ai, ele não deixa passar. Tá, quer que eu vá? Consegui, consegui, vem cá. Venham. Ele vai atrás de você, ele vai atrás de você. É pra ver as torretas funcionando. Nossa, já era K.R. ele tá quase sendo derrotado. Eu também, eu tô com 4 corações aqui só. Ai meu Deus do céu, ele é forte. Ele é forte mano, vai, cuidado. Socorro, ele tá atrás de mim. Olha isso velho. Tu conta soco mano. Meu Deus. Coi muito, coi muito. Ajuda a gente torreta. Ajuda a gente. Olha. Ae. Boa mano, conseguimos. Caramba, que top velho. E olha só, esse aqui tá ativado até agora K.R. É porque tem um itemzinho caído ali ó. Ai a gente poderia ter feito isso né. É, deixar um item jogado ali. Joga um item aqui, outro item aqui, outro item aqui. E ele fica ativado mano, que maneiro. E outro aqui. Ah, ele fica ativado. E fica tudo ativado velho, até a própria coisa. O ventinho, o negocinho. Caraca que da hora, a gente podia ter feito isso, deu uma malha. Bom, mas é isso galera.",0.1275893896818161,0.5524850487709045,0.3199255466461181,NEU,0.2086452692747116,0.0023426108527928,0.1011496633291244,0.0016148070571944,0.0283783357590436,0.0030462851282209,0.0059925653040409,0.26859093,Kass e KR,Minecraft,Construa uma CASA contra o HUGGY WUGGY sem SAIR do CÍRCULO VERMELHO [7YICEmbf8N4],,GZ,GZ,GZ,"🎬 Canal: Kass e KR | 🎥 Vídeo: Construa uma CASA contra o HUGGY WUGGY sem SAIR do CÍRCULO VERMELHO [7YICEmbf8N4]
⏱️ Segmento/Index: 20
──────────────────────────────────────────────────
Fala transcrita:
""Ai, ele não deixa passar. Tá, quer que eu vá? Consegui, consegui, vem cá. Venham. Ele vai atrás de você, ele vai atrás de você. É pra ver as torretas funcionando. Nossa, já era K.R. ele tá quase sendo derrotado. Eu também, eu tô com 4 corações aqui só. Ai meu Deus do céu, ele é forte. Ele é forte mano, vai, cuidado. Socorro, ele tá atrás de mim. Olha isso velho. Tu conta soco mano. Meu Deus. Coi muito, coi muito. Ajuda a gente torreta. Ajuda a gente. Olha. Ae. Boa mano, conseguimos. Caramba, que top velho. E olha só, esse aqui tá ativado até agora K.R. É porque tem um itemzinho caído ali ó. Ai a gente poderia ter feito isso né. É, deixar um item jogado ali. Joga um item aqui, outro item aqui, outro item aqui. E ele fica ativado mano, que maneiro. E outro aqui. Ah, ele fica ativado. E fica tudo ativado velho, até a própria coisa. O ventinho, o negocinho. Caraca que da hora, a gente podia ter feito isso, deu uma malha. Bom, mas é isso galera.""",Avaliador_B,Avaliador_F
