channel_id,title,description,published_at,country,view_count,comment_count,subscriber_count,video_count,is_verified,keywords,profile_picture_url
UC2bYhAHyaqfWlPXWBVk4BcA,Enaldinho,"Falaaa, galera! Beleza??  Preparem-se para uma explosão de diversão toda semana no meu canal do YouTube! Pegadinhas, desafios e vlogs - tudo para garantir muitas risadas! Se inscreva já para não perder nenhum momento dessa aventura!",2012-11-07T23:22:51Z,BR,18944556299,0,41400000,4737,False,pegadinha troll Enaldinho desafios desafio Enaldo vlog vlogs comedia,https://yt3.ggpht.com/ytc/AIdro_lCE9ztWX64p-JXNwwlxSwzwJlXjnyHJLkQgDSGUYghPIs=s88-c-k-c0x00ffffff-no-rj
