comments_total,comments_mean_day,comments_avg_day,comments_median_day,comments_max_day,neg_total_threshold,neg_mean,neg_avg,neg_max,neg_percentage,pos_total_threshold,pos_mean,pos_avg,pos_max,pos_percentage,neu_total_threshold,neu_mean,neu_avg,neu_max,neu_percentage
1289,0.7511655011655012,24.30916931790409,0.0,997,21,0.1063697025672257,0.10427657597554398,0.9190977811813354,1.6291698991466252,39,0.13359117079555083,0.1341358532490882,0.9816234111785888,3.0256012412723043,1212,0.7600391265611787,0.1546825354739223,0.9227164387702942,94.02637703646238
