comments_total,comments_mean_day,comments_avg_day,comments_median_day,comments_max_day,neg_total_threshold,neg_mean,neg_avg,neg_max,neg_percentage,pos_total_threshold,pos_mean,pos_avg,pos_max,pos_percentage,neu_total_threshold,neu_mean,neu_avg,neu_max,neu_percentage
5692,3.0901194353963084,103.14523345903962,0.0,4384,24,0.08625614442902244,0.07195496562081818,0.898885190486908,0.4216444132115249,132,0.11620705022240344,0.11587213428018366,0.9915046095848083,2.3190442726633873,5511,0.7975368061633381,0.13151357210061282,0.9299030303955078,96.82009838369642
