comments_total,comments_mean_day,comments_avg_day,comments_median_day,comments_max_day,neg_total_threshold,neg_mean,neg_avg,neg_max,neg_percentage,pos_total_threshold,pos_mean,pos_avg,pos_max,pos_percentage,neu_total_threshold,neu_mean,neu_avg,neu_max,neu_percentage
2566,1.4423833614390107,47.05170817314109,0.0,1965,26,0.09193402089052252,0.09019668197946794,0.8939026594161987,1.0132501948558068,73,0.11918358551193131,0.12715044165860356,0.9807300567626952,2.8448947778643805,2449,0.788882394863506,0.1435037588497159,0.9285494685173036,95.44037412314887
