comments_total,authors_total,comments_mean_day,comments_avg_day,comments_median_day,comments_max_day
1176,915,25.02127659574468,51.770181681913705,16.0,347
68,58,0.2328767123287671,1.7974441414944142,0.0,25
46,38,0.13897280966767372,1.1620348541626229,0.0,20
138,117,0.3612565445026178,1.9468977927402877,0.0,29
34,28,0.11643835616438356,1.302971881780001,0.0,21
94,73,0.28313253012048195,2.4105668324445593,0.0,33
33,32,0.21428571428571427,1.4595383177019834,0.0,15
54,39,0.28125,2.1229394074604886,0.0,26
76,59,0.23030303030303031,1.991239910723381,0.0,33
640,573,1.56479217603912,5.222625412036407,0.0,60
127,110,0.8089171974522293,3.154430660892998,0.0,36
304,263,1.8650306748466257,5.459746452557457,1.0,58
1721,1430,8.917098445595855,35.368497162547534,1.0,404
