negative,positive,neutral,video_name
0.0051491241902112,0.9751752614974976,0.0196755230426788,recriamos RAINBOW FRIENDS 2 no Minecraft
0.1544875800609588,0.1107823550701141,0.7347300052642822,Minecraft só que a cada 5 MINUTOS nós FICAMOS GIGANTES!
0.0730912536382675,0.0662573724985122,0.8606513738632202,Minecraft só que a cada 5 MINUTOS MUDAMOS de VERSÃO!
0.0135285686701536,0.8858301639556885,0.1006412580609321,Minecraft_ Quem MATOU o PAC no FREE FIRE_! (Assassinos)
0.1432718783617019,0.1064156964421272,0.7503123879432678,Minecraft só que a cada 5 MINUTOS nós FICAMOS MENORES!
0.9058244228363036,0.0278206206858158,0.0663548931479454,Minecraft só que a cada 5 MINUTOS o HEROBRINE APARECE!
0.188134416937828,0.0608979761600494,0.7509675621986389,Minecraft só que a cada 5 MINUTOS CHOVE LAVA!
0.0540061965584754,0.3075462579727173,0.6384475231170654,Minecraft SÓ que a GRAVIDADE está INVERTIDA!
0.5222421884536743,0.08909362554550171,0.38866421580314636,Minecraft só que a cada 5 MINUTOS a DIMENSÃO MUDA!
